Datum,Bana,Spelare,Hål,Resultat,Par,Disc_Used
2025-11-15,Kungsbackaskogens Discgolfbana,Mattias,9,3,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Mattias,1,5,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Mattias,2,3,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Mattias,3,2,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Mattias,4,3,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Mattias,5,4,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Mattias,6,4,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Hallick,1,6,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Hallick,2,4,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Hallick,3,3,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Hallick,4,3,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Hallick,5,4,3,Unknown
2025-11-14,Kungsbackaskogens Discgolfbana,Hallick,6,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,1,0,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,2,0,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,3,0,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,4,0,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,5,0,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,6,0,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,1,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,2,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,3,3,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,4,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,5,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,6,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,7,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,8,4,3,Unknown
2025-11-11,Kungsbackaskogens Discgolfbana,Mattias,9,3,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,1,3,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,2,3,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,3,4,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,4,4,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,5,4,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,6,4,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,7,4,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,8,4,3,Unknown
2025-11-10,Kungsbackaskogens Discgolfbana,Mattias,9,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,1,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,2,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,3,4,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,4,6,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,5,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,6,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,7,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,8,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,9,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,10,1,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,11,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,12,4,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,13,3,3,Unknown
2025-11-09,Skatås Discgolf,Mattias,14,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,1,3,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,2,3,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,3,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,4,8,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,5,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,6,3,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,7,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,8,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,9,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,10,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,11,3,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,12,5,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,13,4,3,Unknown
2025-11-09,Skatås Discgolf,Jenny,14,4,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,1,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,2,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,3,4,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,4,5,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,5,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,6,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,7,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,8,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,9,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,10,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,11,4,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,12,3,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,13,4,3,Unknown
2025-11-09,Skatås Discgolf,Jarnö,14,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,1,3,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,2,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,3,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,4,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,5,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,6,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,7,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,8,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Mattias,9,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,1,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,2,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,3,6,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,4,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,5,4,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,6,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,7,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,8,5,3,Unknown
2025-11-08,Kungsbackaskogens Discgolfbana,Jenny,9,4,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,1,4,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,2,3,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,3,3,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,4,4,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,5,4,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,6,4,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,7,5,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,8,4,3,Unknown
2025-11-06,Kungsbackaskogens Discgolfbana,Mattias,9,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,1,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,2,4,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,3,4,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,4,4,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,5,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,6,4,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,7,6,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,8,4,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,9,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,1,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,2,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,3,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,4,4,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,5,3,3,Unknown
2025-11-04,Kungsbackaskogens Discgolfbana,Mattias,6,2,3,Unknown
